CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13990,213,1,23.4,0,Frequent Shoppers
13991,12,6,61.94,3,Regular Shoppers
13992,30,1,20.0,1,Occasional Shoppers
13993,42,9,330.0,4,High-Value Loyal Shoppers
13994,3,6,134.4,3,Regular Shoppers
13995,15,5,82.5,3,Regular Shoppers
13999,10,12,322.01,4,High-Value Loyal Shoppers
14000,211,1,61.199999999999996,0,Frequent Shoppers
14001,45,3,72.44,1,Occasional Shoppers
14002,134,2,17.88,1,Occasional Shoppers
14004,43,7,152.05,3,Regular Shoppers
14005,9,5,265.8,3,Regular Shoppers
14006,115,3,110.52000000000001,1,Occasional Shoppers
14009,198,2,45.3,0,Frequent Shoppers
14012,277,1,37.2,0,Frequent Shoppers
14013,110,3,36.78,1,Occasional Shoppers
14014,77,1,15.0,1,Occasional Shoppers
14015,52,1,108.48,1,Occasional Shoppers
14016,161,4,61.98,1,Occasional Shoppers
14019,46,3,44.849999999999994,1,Occasional Shoppers
14020,16,2,49.8,1,Occasional Shoppers
14021,155,3,98.8,1,Occasional Shoppers
14022,225,1,10.5,0,Frequent Shoppers
14023,7,2,32.4,1,Occasional Shoppers
14024,121,2,35.650000000000006,1,Occasional Shoppers
14027,60,1,17.4,1,Occasional Shoppers
14029,63,2,130.2,1,Occasional Shoppers
14030,18,8,72.45,3,Regular Shoppers
14032,2,11,580.38,4,High-Value Loyal Shoppers
14034,22,3,30.130000000000003,1,Occasional Shoppers
14035,28,5,241.5,3,Regular Shoppers
14036,284,1,25.200000000000003,0,Frequent Shoppers
14037,176,2,25.650000000000002,0,Frequent Shoppers
14038,78,3,62.400000000000006,1,Occasional Shoppers
14039,33,1,69.6,1,Occasional Shoppers
14040,40,12,321.49,4,High-Value Loyal Shoppers
14041,266,1,0.58,0,Frequent Shoppers
14044,26,4,28.099999999999998,1,Occasional Shoppers
14045,109,4,1221.75,2,Inactive Shoppers
14046,284,1,19.080000000000002,0,Frequent Shoppers
14047,8,5,143.5,3,Regular Shoppers
14048,305,1,3.3,0,Frequent Shoppers
14049,16,4,105.25,3,Regular Shoppers
14050,31,2,35.28,1,Occasional Shoppers
14052,19,1,2.08,1,Occasional Shoppers
14053,124,2,218.5,1,Occasional Shoppers
14054,65,1,16.5,1,Occasional Shoppers
14055,106,1,23.9,1,Occasional Shoppers
14056,1,23,278.96999999999997,2,Inactive Shoppers
14057,23,17,785.5,2,Inactive Shoppers
14059,266,1,23.4,0,Frequent Shoppers
14060,4,19,758.68,2,Inactive Shoppers
14062,9,12,1200.8200000000002,2,Inactive Shoppers
14064,29,5,36.2,3,Regular Shoppers
14066,266,1,17.700000000000003,0,Frequent Shoppers
14067,63,2,28.0,1,Occasional Shoppers
14068,320,1,29.5,0,Frequent Shoppers
14071,3,8,100.59,3,Regular Shoppers
14073,32,1,10.2,1,Occasional Shoppers
14075,4,3,120.66,3,Regular Shoppers
14076,129,1,16.95,1,Occasional Shoppers
14077,40,5,66.85,3,Regular Shoppers
14078,101,6,324.34,3,Regular Shoppers
14079,124,1,15.0,1,Occasional Shoppers
14081,302,2,25.849999999999998,0,Frequent Shoppers
14082,364,1,2.1,0,Frequent Shoppers
14083,4,9,69.0,3,Regular Shoppers
14085,2,18,213.98,4,High-Value Loyal Shoppers
14087,2,1,2.16,1,Occasional Shoppers
14088,10,13,1376.38,2,Inactive Shoppers
14089,56,1,16.5,1,Occasional Shoppers
14090,324,1,76.32000000000001,0,Frequent Shoppers
14092,7,14,313.23,4,High-Value Loyal Shoppers
14093,12,1,1.95,1,Occasional Shoppers
14096,4,17,144.29,4,High-Value Loyal Shoppers
14098,36,1,8.25,1,Occasional Shoppers
14099,16,11,208.94,4,High-Value Loyal Shoppers
14100,137,1,7.95,1,Occasional Shoppers
14102,5,5,193.35,3,Regular Shoppers
14104,154,2,89.16,0,Frequent Shoppers
14105,239,1,25.5,0,Frequent Shoppers
14107,51,7,184.92,3,Regular Shoppers
14108,30,2,17.880000000000003,1,Occasional Shoppers
14109,72,1,15.0,1,Occasional Shoppers
14111,14,4,332.1,3,Regular Shoppers
14112,22,7,171.0,3,Regular Shoppers
14113,3,4,340.8,3,Regular Shoppers
14114,273,2,107.39999999999999,0,Frequent Shoppers
14116,19,5,82.77,3,Regular Shoppers
14117,143,1,30.0,1,Occasional Shoppers
14121,3,4,87.42,3,Regular Shoppers
14124,84,1,90.0,1,Occasional Shoppers
14125,10,3,47.28,1,Occasional Shoppers
14126,7,3,142.7,3,Regular Shoppers
14127,122,3,23.84,1,Occasional Shoppers
14128,60,2,14.399999999999999,1,Occasional Shoppers
14129,1,5,93.4,3,Regular Shoppers
14130,319,1,15.0,0,Frequent Shoppers
14132,2,11,283.64,4,High-Value Loyal Shoppers
14133,129,3,53.519999999999996,1,Occasional Shoppers
14135,1,15,803.0500000000001,2,Inactive Shoppers
14138,1,2,27.42,1,Occasional Shoppers
14139,46,1,9.36,1,Occasional Shoppers
14140,3,2,39.0,1,Occasional Shoppers
14141,2,4,134.25,3,Regular Shoppers
14142,373,1,17.88,0,Frequent Shoppers
14143,133,1,17.0,1,Occasional Shoppers
14145,46,4,1425.6,2,Inactive Shoppers
14146,8,5,77.75999999999999,3,Regular Shoppers
14147,78,2,217.6,3,Regular Shoppers
14148,233,1,127.5,0,Frequent Shoppers
14149,220,1,17.700000000000003,0,Frequent Shoppers
14150,35,2,127.20000000000002,1,Occasional Shoppers
14152,75,2,18.46,1,Occasional Shoppers
14154,239,2,43.2,0,Frequent Shoppers
14155,266,1,17.85,0,Frequent Shoppers
14157,19,2,24.75,1,Occasional Shoppers
14158,40,1,4.5600000000000005,1,Occasional Shoppers
14159,19,11,75.64,3,Regular Shoppers
14161,215,3,47.29,0,Frequent Shoppers
14162,173,2,33.45,0,Frequent Shoppers
14163,87,4,178.3,3,Regular Shoppers
14164,70,2,423.25,3,Regular Shoppers
14165,275,1,5.9,0,Frequent Shoppers
14167,39,4,52.45,1,Occasional Shoppers
14171,98,1,8.5,1,Occasional Shoppers
14173,10,4,51.629999999999995,1,Occasional Shoppers
14174,33,1,5.78,1,Occasional Shoppers
14175,59,3,53.3,1,Occasional Shoppers
14176,297,4,96.00000000000001,0,Frequent Shoppers
14177,86,4,174.55,3,Regular Shoppers
14178,8,7,47.52,3,Regular Shoppers
14179,40,2,3.9000000000000004,1,Occasional Shoppers
14180,10,25,658.52,2,Inactive Shoppers
14184,66,1,33.0,1,Occasional Shoppers
14185,331,1,12.75,0,Frequent Shoppers
14188,30,6,101.7,3,Regular Shoppers
14189,2,15,276.57,4,High-Value Loyal Shoppers
14191,1,13,291.91,4,High-Value Loyal Shoppers
14193,67,2,37.8,1,Occasional Shoppers
14194,4,21,503.78000000000003,2,Inactive Shoppers
14195,201,2,336.6,0,Frequent Shoppers
14196,106,1,30.0,1,Occasional Shoppers
14198,18,4,75.65,3,Regular Shoppers
14199,218,1,175.2,0,Frequent Shoppers
14201,60,7,205.85999999999999,3,Regular Shoppers
14204,2,1,2.08,1,Occasional Shoppers
14205,16,2,41.1,1,Occasional Shoppers
14206,239,1,23.4,0,Frequent Shoppers
14208,94,1,10.5,1,Occasional Shoppers
14209,10,6,120.70000000000002,3,Regular Shoppers
14210,105,6,108.5,3,Regular Shoppers
14211,53,9,233.88,4,High-Value Loyal Shoppers
14212,89,1,237.60000000000002,1,Occasional Shoppers
14214,30,5,78.89999999999999,3,Regular Shoppers
14215,11,6,115.0,3,Regular Shoppers
14216,3,4,200.06,3,Regular Shoppers
14217,1,17,493.23,2,Inactive Shoppers
14218,42,1,4.5600000000000005,1,Occasional Shoppers
14219,4,1,16.5,1,Occasional Shoppers
14220,247,2,62.050000000000004,0,Frequent Shoppers
14221,42,9,196.8,3,Regular Shoppers
14222,177,1,10.5,0,Frequent Shoppers
14223,92,3,46.699999999999996,1,Occasional Shoppers
14224,110,4,54.25,1,Occasional Shoppers
14226,28,5,164.85,3,Regular Shoppers
14227,26,10,204.69,4,High-Value Loyal Shoppers
14229,51,3,191.0,3,Regular Shoppers
14231,183,3,105.4,0,Frequent Shoppers
14232,42,5,97.74,3,Regular Shoppers
14233,49,4,364.4,3,Regular Shoppers
14234,22,4,46.98,1,Occasional Shoppers
14235,75,5,350.0,3,Regular Shoppers
14236,80,2,171.6,1,Occasional Shoppers
14237,373,1,14.850000000000001,0,Frequent Shoppers
14238,326,1,22.5,0,Frequent Shoppers
14239,43,11,202.17000000000002,4,High-Value Loyal Shoppers
14240,30,2,29.759999999999998,1,Occasional Shoppers
14241,183,1,17.700000000000003,0,Frequent Shoppers
14242,234,2,40.5,0,Frequent Shoppers
14243,8,10,256.68,4,High-Value Loyal Shoppers
14245,219,2,28.5,0,Frequent Shoppers
14246,110,3,62.25000000000001,1,Occasional Shoppers
14247,278,1,9.95,0,Frequent Shoppers
14250,7,3,54.150000000000006,1,Occasional Shoppers
14251,1,5,358.20000000000005,3,Regular Shoppers
14256,260,2,23.72,0,Frequent Shoppers
14257,64,5,157.77,3,Regular Shoppers
14258,9,9,1072.7,2,Inactive Shoppers
14259,141,1,33.0,1,Occasional Shoppers
14261,50,2,36.3,1,Occasional Shoppers
14262,8,8,303.12,4,High-Value Loyal Shoppers
14264,154,2,55.2,1,Occasional Shoppers
14265,109,2,45.3,1,Occasional Shoppers
14267,162,3,45.480000000000004,0,Frequent Shoppers
14270,331,1,23.8,0,Frequent Shoppers
14271,225,1,7.800000000000001,0,Frequent Shoppers
14272,73,2,35.5,1,Occasional Shoppers
14273,51,4,83.2,1,Occasional Shoppers
14276,98,3,66.1,1,Occasional Shoppers
14277,15,3,55.2,1,Occasional Shoppers
14280,196,1,14.850000000000001,0,Frequent Shoppers
14282,3,15,399.34000000000003,4,High-Value Loyal Shoppers
14284,30,2,37.85,1,Occasional Shoppers
14285,21,4,222.20000000000005,3,Regular Shoppers
14286,23,3,43.2,1,Occasional Shoppers
14287,8,3,59.78,1,Occasional Shoppers
14288,213,1,35.400000000000006,0,Frequent Shoppers
14289,8,6,133.32,3,Regular Shoppers
14290,11,5,70.78,3,Regular Shoppers
14291,1,11,212.83,4,High-Value Loyal Shoppers
14292,7,9,403.62,4,High-Value Loyal Shoppers
14293,3,4,108.15,3,Regular Shoppers
14295,40,1,15.0,1,Occasional Shoppers
14297,17,4,109.25,3,Regular Shoppers
14299,8,9,323.4,4,High-Value Loyal Shoppers
14300,18,1,16.5,1,Occasional Shoppers
14301,117,1,60.0,1,Occasional Shoppers
14304,222,1,30.0,0,Frequent Shoppers
14305,71,3,35.6,1,Occasional Shoppers
14306,51,2,237.68,3,Regular Shoppers
14307,88,6,90.12,3,Regular Shoppers
14309,8,9,228.0,4,High-Value Loyal Shoppers
14311,242,1,10.2,0,Frequent Shoppers
14312,46,6,96.52,3,Regular Shoppers
14314,106,1,4.8,1,Occasional Shoppers
14315,44,6,138.57999999999998,3,Regular Shoppers
14320,206,2,20.04,0,Frequent Shoppers
14321,10,5,117.84,3,Regular Shoppers
14323,114,2,35.7,1,Occasional Shoppers
14326,242,1,60.0,0,Frequent Shoppers
14327,163,1,39.599999999999994,0,Frequent Shoppers
14329,17,7,184.05,3,Regular Shoppers
14331,124,2,32.85,1,Occasional Shoppers
14332,22,3,204.84000000000003,3,Regular Shoppers
14333,67,1,50.0,1,Occasional Shoppers
14334,16,8,114.95,3,Regular Shoppers
14335,16,2,11.4,1,Occasional Shoppers
14336,16,4,74.4,3,Regular Shoppers
14338,161,2,25.950000000000003,0,Frequent Shoppers
14339,242,1,17.4,0,Frequent Shoppers
14340,218,1,27.0,0,Frequent Shoppers
14341,45,8,142.05,3,Regular Shoppers
14342,21,4,223.2,3,Regular Shoppers
14344,127,8,125.70000000000002,3,Regular Shoppers
14346,120,2,22.5,1,Occasional Shoppers
14348,260,1,91.80000000000001,0,Frequent Shoppers
14349,10,1,1.95,1,Occasional Shoppers
14350,274,1,19.8,0,Frequent Shoppers
14351,164,1,51.0,0,Frequent Shoppers
14352,157,4,148.0,1,Occasional Shoppers
14353,215,1,3.9000000000000004,0,Frequent Shoppers
14354,5,2,56.4,1,Occasional Shoppers
14355,365,1,17.700000000000003,0,Frequent Shoppers
14356,79,2,35.4,1,Occasional Shoppers
14357,43,1,7.5,1,Occasional Shoppers
14359,19,3,40.4,1,Occasional Shoppers
14360,31,4,71.1,1,Occasional Shoppers
14362,22,1,4.25,1,Occasional Shoppers
14364,108,8,562.06,4,High-Value Loyal Shoppers
14367,8,16,538.95,2,Inactive Shoppers
14368,319,1,17.0,0,Frequent Shoppers
14371,295,1,19.8,0,Frequent Shoppers
14373,358,1,25.5,0,Frequent Shoppers
14375,185,1,2.95,0,Frequent Shoppers
14377,191,2,195.14999999999998,0,Frequent Shoppers
14379,44,2,35.85,1,Occasional Shoppers
14381,52,1,2.6,1,Occasional Shoppers
14382,26,1,10.5,1,Occasional Shoppers
14383,38,3,83.8,1,Occasional Shoppers
14385,9,3,51.15,1,Occasional Shoppers
14386,296,1,31.8,0,Frequent Shoppers
14387,32,3,42.0,1,Occasional Shoppers
14388,10,8,130.77,3,Regular Shoppers
14389,65,2,49.6,1,Occasional Shoppers
14390,10,9,150.09,3,Regular Shoppers
14393,218,1,17.25,0,Frequent Shoppers
14395,2,9,84.3,3,Regular Shoppers
14396,65,2,10.100000000000001,1,Occasional Shoppers
14397,2,19,719.72,2,Inactive Shoppers
14400,149,1,15.0,1,Occasional Shoppers
14401,4,13,352.02,4,High-Value Loyal Shoppers
14403,130,4,278.1,3,Regular Shoppers
14404,33,6,140.01999999999998,3,Regular Shoppers
14406,119,1,20.8,1,Occasional Shoppers
14407,107,6,471.85,4,High-Value Loyal Shoppers
14408,10,7,180.8,3,Regular Shoppers
14409,71,6,397.40000000000003,4,High-Value Loyal Shoppers
14410,92,9,134.07999999999998,3,Regular Shoppers
14411,310,1,91.80000000000001,0,Frequent Shoppers
14412,42,2,47.1,1,Occasional Shoppers
14413,362,1,0.95,0,Frequent Shoppers
14414,91,7,82.24,3,Regular Shoppers
14415,1,13,168.28,4,High-Value Loyal Shoppers
14416,22,2,39.5,1,Occasional Shoppers
14418,3,3,39.54,1,Occasional Shoppers
14419,10,6,29.5,3,Regular Shoppers
14420,99,1,19.799999999999997,1,Occasional Shoppers
14421,57,2,37.199999999999996,1,Occasional Shoppers
14422,0,6,156.1,3,Regular Shoppers
14423,218,1,163.2,0,Frequent Shoppers
14424,17,1,322.08,3,Regular Shoppers
14426,23,10,282.02,4,High-Value Loyal Shoppers
14427,50,2,46.64,1,Occasional Shoppers
14428,7,5,114.33,3,Regular Shoppers
14431,302,1,30.599999999999998,0,Frequent Shoppers
14432,9,6,71.52,3,Regular Shoppers
14434,21,6,649.2,4,High-Value Loyal Shoppers
14436,98,1,12.5,1,Occasional Shoppers
14438,306,1,7.5,0,Frequent Shoppers
14439,319,1,61.199999999999996,0,Frequent Shoppers
14440,8,5,152.12,3,Regular Shoppers
14441,0,4,90.2,3,Regular Shoppers
14442,204,2,34.300000000000004,0,Frequent Shoppers
14443,53,4,52.67999999999999,1,Occasional Shoppers
14446,0,4,30.2,1,Occasional Shoppers
14447,18,5,94.5,3,Regular Shoppers
14448,9,2,38.7,1,Occasional Shoppers
14449,18,4,11.91,1,Occasional Shoppers
14450,180,3,27.400000000000002,0,Frequent Shoppers
14451,60,2,18.299999999999997,1,Occasional Shoppers
14452,10,2,8.25,1,Occasional Shoppers
14453,190,1,5.75,0,Frequent Shoppers
14456,5,9,50.4,3,Regular Shoppers
14457,310,1,45.0,0,Frequent Shoppers
14459,155,1,76.5,0,Frequent Shoppers
14460,110,3,109.19999999999999,1,Occasional Shoppers
14461,148,3,49.5,1,Occasional Shoppers
14462,66,11,122.46,3,Regular Shoppers
14463,98,3,229.79999999999998,3,Regular Shoppers
14465,246,3,27.49,0,Frequent Shoppers
14466,29,7,267.6,3,Regular Shoppers
14467,17,4,24.25,1,Occasional Shoppers
14470,11,2,18.15,1,Occasional Shoppers
14472,103,8,57.410000000000004,3,Regular Shoppers
14473,74,2,123.16,1,Occasional Shoppers
14474,46,1,11.7,1,Occasional Shoppers
14475,71,3,42.36000000000001,1,Occasional Shoppers
14476,257,1,5.9,0,Frequent Shoppers
14477,19,4,564.6,4,High-Value Loyal Shoppers
14479,253,2,32.45,0,Frequent Shoppers
14480,11,1,20.28,1,Occasional Shoppers
14481,164,2,35.4,0,Frequent Shoppers
14482,18,6,55.879999999999995,3,Regular Shoppers
14483,281,1,8.850000000000001,0,Frequent Shoppers
14484,50,1,20.4,1,Occasional Shoppers
14485,38,1,1.65,1,Occasional Shoppers
14487,26,6,88.9,3,Regular Shoppers
14488,67,1,30.0,1,Occasional Shoppers
14489,207,1,29.88,0,Frequent Shoppers
14491,175,2,66.6,0,Frequent Shoppers
14493,7,5,141.54000000000002,3,Regular Shoppers
14494,25,1,17.4,1,Occasional Shoppers
14495,50,2,41.6,1,Occasional Shoppers
14496,311,2,37.5,0,Frequent Shoppers
14497,309,1,15.6,0,Frequent Shoppers
14498,42,5,52.94,3,Regular Shoppers
14499,26,3,20.099999999999998,1,Occasional Shoppers
14500,88,3,84.75,1,Occasional Shoppers
14501,183,2,44.74,0,Frequent Shoppers
14502,19,11,241.51999999999998,4,High-Value Loyal Shoppers
14503,3,6,291.0,3,Regular Shoppers
14504,47,4,27.67,1,Occasional Shoppers
14505,17,8,65.54,3,Regular Shoppers
14506,17,5,81.75,3,Regular Shoppers
14507,23,6,345.15000000000003,4,High-Value Loyal Shoppers
14508,22,2,10.74,1,Occasional Shoppers
14511,11,5,94.5,3,Regular Shoppers
14512,187,2,24.15,0,Frequent Shoppers
14513,100,3,194.89000000000001,3,Regular Shoppers
14514,61,3,78.75,1,Occasional Shoppers
14515,17,6,85.03,3,Regular Shoppers
14517,33,2,63.0,1,Occasional Shoppers
14518,64,1,0.95,1,Occasional Shoppers
14520,1,2,175.2,3,Regular Shoppers
14522,24,4,288.84,3,Regular Shoppers
14523,108,1,12.5,1,Occasional Shoppers
14524,31,9,164.26,3,Regular Shoppers
14525,19,9,96.13,3,Regular Shoppers
14528,37,1,4.35,1,Occasional Shoppers
14529,60,3,3.37,1,Occasional Shoppers
14530,25,6,154.25,3,Regular Shoppers
14532,236,4,62.6,0,Frequent Shoppers
14533,24,7,216.72,3,Regular Shoppers
14534,2,18,267.1,4,High-Value Loyal Shoppers
14535,60,3,38.4,1,Occasional Shoppers
14536,259,1,0.85,0,Frequent Shoppers
14537,57,1,49.800000000000004,1,Occasional Shoppers
14538,64,2,50.7,1,Occasional Shoppers
14539,15,2,34.8,1,Occasional Shoppers
14540,9,3,38.95,1,Occasional Shoppers
14541,58,8,153.81,3,Regular Shoppers
14542,185,1,17.0,0,Frequent Shoppers
14543,28,16,928.55,2,Inactive Shoppers
14544,24,2,35.199999999999996,1,Occasional Shoppers
14546,5,5,69.96,3,Regular Shoppers
14547,3,8,90.34,3,Regular Shoppers
14548,150,2,326.4,0,Frequent Shoppers
14549,311,1,8.25,0,Frequent Shoppers
14550,10,2,20.78,1,Occasional Shoppers
14551,18,2,27.64,1,Occasional Shoppers
14552,151,1,3.38,1,Occasional Shoppers
14553,19,5,38.65,3,Regular Shoppers
14554,10,4,111.92,3,Regular Shoppers
14555,57,2,38.8,1,Occasional Shoppers
14557,85,1,69.6,1,Occasional Shoppers
14560,7,22,888.78,2,Inactive Shoppers
14561,75,3,34.2,1,Occasional Shoppers
14562,3,18,295.92,4,High-Value Loyal Shoppers
14565,95,4,67.25999999999999,1,Occasional Shoppers
14566,110,1,358.0,3,Regular Shoppers
14567,56,2,94.80000000000001,1,Occasional Shoppers
14569,1,1,1.95,1,Occasional Shoppers
14570,280,2,6.75,0,Frequent Shoppers
14572,3,7,98.0,3,Regular Shoppers
14573,179,9,45.45,3,Regular Shoppers
14576,372,1,35.400000000000006,0,Frequent Shoppers
14577,12,4,31.7,1,Occasional Shoppers
14578,3,1,28.080000000000002,1,Occasional Shoppers
14581,16,1,15.600000000000001,1,Occasional Shoppers
14582,40,1,19.9,1,Occasional Shoppers
14583,5,5,18.77,3,Regular Shoppers
14584,169,4,31.5,0,Frequent Shoppers
14585,50,1,1.66,1,Occasional Shoppers
14586,276,1,15.0,0,Frequent Shoppers
14587,18,9,68.95,3,Regular Shoppers
14589,371,1,15.9,0,Frequent Shoppers
14591,15,4,124.26,3,Regular Shoppers
14592,35,3,7.54,1,Occasional Shoppers
14593,21,3,9.29,1,Occasional Shoppers
14594,7,2,4.6,1,Occasional Shoppers
14595,19,6,89.94,3,Regular Shoppers
14597,11,2,37.71,1,Occasional Shoppers
14598,44,1,1.7,1,Occasional Shoppers
14600,305,1,15.0,0,Frequent Shoppers
14601,10,1,90.0,1,Occasional Shoppers
14603,274,1,150.0,0,Frequent Shoppers
14608,4,4,532.0,4,High-Value Loyal Shoppers
14609,72,4,601.56,4,High-Value Loyal Shoppers
14616,242,3,406.08000000000004,0,Frequent Shoppers
14618,9,3,109.8,3,Regular Shoppers
14619,245,1,19.9,0,Frequent Shoppers
14620,205,2,18.18,0,Frequent Shoppers
14621,1,5,143.6,3,Regular Shoppers
14622,184,1,20.8,0,Frequent Shoppers
14623,32,5,32.31,3,Regular Shoppers
14624,57,2,35.1,1,Occasional Shoppers
14625,196,2,30.5,0,Frequent Shoppers
14626,23,4,65.88,3,Regular Shoppers
14628,91,2,54.6,1,Occasional Shoppers
14629,4,2,19.45,1,Occasional Shoppers
14631,50,3,114.30000000000001,1,Occasional Shoppers
14632,262,1,15.9,0,Frequent Shoppers
14633,266,1,15.8,0,Frequent Shoppers
14636,36,2,62.46,1,Occasional Shoppers
14638,50,1,57.800000000000004,1,Occasional Shoppers
14639,52,6,125.09,3,Regular Shoppers
14640,24,6,188.91,3,Regular Shoppers
14641,21,1,39.599999999999994,1,Occasional Shoppers
14642,58,1,19.8,1,Occasional Shoppers
14643,170,2,30.759999999999998,0,Frequent Shoppers
14644,67,2,107.34000000000002,1,Occasional Shoppers
14645,156,2,39.099999999999994,0,Frequent Shoppers
14647,201,1,9.9,0,Frequent Shoppers
14649,4,4,52.75,3,Regular Shoppers
14651,67,2,9.39,1,Occasional Shoppers
14652,77,1,4.25,1,Occasional Shoppers
14653,1,7,82.92,3,Regular Shoppers
14655,8,4,81.55,3,Regular Shoppers
14656,169,2,22.7,0,Frequent Shoppers
14657,17,4,33.52,1,Occasional Shoppers
14658,5,2,3.74,1,Occasional Shoppers
14659,8,9,119.48,3,Regular Shoppers
14660,86,2,8.64,1,Occasional Shoppers
14661,26,1,0.85,1,Occasional Shoppers
14662,28,4,12.65,1,Occasional Shoppers
14664,19,2,22.4,1,Occasional Shoppers
14665,60,5,198.39999999999998,3,Regular Shoppers
14666,24,1,6.6,1,Occasional Shoppers
14667,10,25,416.17,2,Inactive Shoppers
14669,241,3,27.35,0,Frequent Shoppers
14670,280,2,13.9,0,Frequent Shoppers
14672,234,2,17.55,0,Frequent Shoppers
14673,3,5,156.45,3,Regular Shoppers
14675,16,1,1.65,1,Occasional Shoppers
14676,31,6,492.6,4,High-Value Loyal Shoppers
14681,71,3,120.0,1,Occasional Shoppers
14682,187,2,52.0,0,Frequent Shoppers
14684,25,5,11.48,1,Occasional Shoppers
14687,106,1,10.2,1,Occasional Shoppers
14688,7,21,798.73,2,Inactive Shoppers
14689,208,1,7.95,0,Frequent Shoppers
14690,44,2,19.5,1,Occasional Shoppers
14691,30,5,180.89999999999998,3,Regular Shoppers
14692,137,4,37.050000000000004,1,Occasional Shoppers
14693,264,1,4.25,0,Frequent Shoppers
14696,4,7,109.72,3,Regular Shoppers
14697,218,2,22.63,0,Frequent Shoppers
14698,1,5,35.4,3,Regular Shoppers
14699,214,1,12.600000000000001,0,Frequent Shoppers
14700,32,3,22.45,1,Occasional Shoppers
14701,10,9,170.29,3,Regular Shoppers
14702,1,17,164.12,4,High-Value Loyal Shoppers
14703,14,1,16.5,1,Occasional Shoppers
14704,11,9,72.95,3,Regular Shoppers
14705,198,1,179.0,0,Frequent Shoppers
14708,2,3,161.7,3,Regular Shoppers
14709,15,13,265.1,4,High-Value Loyal Shoppers
14710,14,4,44.559999999999995,1,Occasional Shoppers
14711,10,11,389.55,4,High-Value Loyal Shoppers
14712,29,3,164.65,3,Regular Shoppers
14713,9,11,228.07,4,High-Value Loyal Shoppers
14714,24,1,9.899999999999999,1,Occasional Shoppers
14715,24,4,104.8,3,Regular Shoppers
14716,43,2,7.19,1,Occasional Shoppers
14719,1,5,54.65,3,Regular Shoppers
14720,5,3,45.75,1,Occasional Shoppers
14722,147,1,7.95,1,Occasional Shoppers
14723,10,6,26.5,3,Regular Shoppers
14725,24,1,12.5,1,Occasional Shoppers
14727,274,1,50.849999999999994,0,Frequent Shoppers
14729,373,1,6.75,0,Frequent Shoppers
14730,1,8,41.95,3,Regular Shoppers
14731,47,3,46.2,1,Occasional Shoppers
14732,8,8,150.84,3,Regular Shoppers
14733,16,12,478.34000000000003,4,High-Value Loyal Shoppers
14737,3,3,318.0,3,Regular Shoppers
14738,42,7,167.9,3,Regular Shoppers
14739,4,7,462.9,4,High-Value Loyal Shoppers
14740,197,3,42.239999999999995,0,Frequent Shoppers
14741,11,6,229.3,3,Regular Shoppers
14744,16,7,127.38,3,Regular Shoppers
14745,112,5,145.60000000000002,3,Regular Shoppers
14747,249,1,33.9,0,Frequent Shoppers
14748,29,5,72.24,3,Regular Shoppers
14752,43,1,208.79999999999998,1,Occasional Shoppers
14753,87,1,17.85,1,Occasional Shoppers
14754,44,2,31.5,1,Occasional Shoppers
14755,9,11,280.39,4,High-Value Loyal Shoppers
14756,15,1,20.8,1,Occasional Shoppers
14757,75,1,34.5,1,Occasional Shoppers
14758,144,4,83.32,1,Occasional Shoppers
14759,4,3,54.25,1,Occasional Shoppers
14760,297,1,10.2,0,Frequent Shoppers
14761,58,2,56.699999999999996,1,Occasional Shoppers
14762,263,1,15.0,0,Frequent Shoppers
14764,46,1,67.2,1,Occasional Shoppers
14765,29,3,36.95,1,Occasional Shoppers
14766,8,6,122.98,3,Regular Shoppers
14768,17,2,94.80000000000001,1,Occasional Shoppers
14769,2,8,131.46,3,Regular Shoppers
14770,232,2,25.5,0,Frequent Shoppers
14772,112,1,17.4,1,Occasional Shoppers
14775,58,3,59.99999999999999,1,Occasional Shoppers
14776,51,11,226.38,4,High-Value Loyal Shoppers
14778,127,2,60.0,1,Occasional Shoppers
14779,280,3,54.95,0,Frequent Shoppers
14780,54,2,35.02,1,Occasional Shoppers
14782,319,1,90.0,0,Frequent Shoppers
14784,26,2,80.51,1,Occasional Shoppers
14785,10,2,67.92,1,Occasional Shoppers
14788,7,2,37.5,1,Occasional Shoppers
14789,28,1,28.44,1,Occasional Shoppers
14790,16,4,121.42,3,Regular Shoppers
14792,63,1,1.95,1,Occasional Shoppers
14794,2,7,148.45,3,Regular Shoppers
14795,166,1,31.8,0,Frequent Shoppers
14796,1,17,184.98,4,High-Value Loyal Shoppers
14798,52,3,40.2,1,Occasional Shoppers
14799,51,1,5.76,1,Occasional Shoppers
14800,47,12,83.24,3,Regular Shoppers
14801,61,1,0.72,1,Occasional Shoppers
14803,162,3,181.54999999999998,0,Frequent Shoppers
14804,8,1,53.1,1,Occasional Shoppers
14805,15,4,102.69999999999999,3,Regular Shoppers
14806,75,1,10.5,1,Occasional Shoppers
14808,39,8,202.46,3,Regular Shoppers
14810,40,11,143.1,4,High-Value Loyal Shoppers
14813,369,2,8.5,0,Frequent Shoppers
14815,36,2,42.36,1,Occasional Shoppers
14816,197,1,9.95,0,Frequent Shoppers
14817,200,2,21.25,0,Frequent Shoppers
14818,73,3,17.5,1,Occasional Shoppers
14819,64,2,37.77,1,Occasional Shoppers
14820,21,4,81.7,3,Regular Shoppers
14821,366,1,25.200000000000003,0,Frequent Shoppers
